-150.01154,112.4124,-1.7609569,-16.520374,-19.680378,-3.301886,-3.855297,-4.1464157,-14.906953,-2.4070773,5.1042914,2.6692545,12.9606085,-1.7291952,-2.8912597,-6.411683,-1.6714425,-2.4081655,-5.9640703,-8.286348,-5.7628403,-9.945345,6.0947256,4.8987904,5.113301,-2.7122483,0.7790245,0.019523561,-6.658933,-0.56863046,-19.310867,-3.9817169,-0.3005563,14.476896,18.967999,19.59922,7.4560223,-6.584363,-6.3969274,-4.5992465
-130.29095,111.587006,8.395984,-18.363157,-19.182125,-6.953621,0.25104636,5.3493996,-13.097307,-6.136239,-4.9214625,-6.048626,14.364498,-2.002473,-2.2111506,-1.2279655,-2.7945027,-8.475725,-10.284658,-6.238948,-5.5158024,-14.2142515,-0.16155513,6.298088,9.222248,-1.8745732,2.2398381,5.2767787,-7.1859236,-1.9892013,-19.082237,-1.7388422,0.556358,12.428254,16.734215,19.167126,5.9800615,-6.757559,-5.779051,-2.155417
-97.581566,127.79445,0.7467619,-9.498836,-9.300161,-3.788256,6.4821644,16.26124,-6.2689476,-10.473707,-4.375743,-3.1554694,16.065134,0.9340131,-0.38714504,4.4923124,-3.5102854,-15.305891,-4.879472,-2.312739,-7.772925,-15.374575,-1.7596645,1.857031,7.4279613,-1.5169319,-0.43122637,1.3949423,-11.097036,-5.9461937,-16.811882,-2.4124012,-4.3430605,8.35763,12.487776,14.9115095,4.86207,-1.7336365,-4.9941225,-0.47020984
-78.544914,134.77658,-11.537714,-8.653468,-11.744232,-9.243702,9.079559,15.953651,-7.218117,-8.786024,4.262589,8.760333,18.365606,-4.5779114,-0.10804516,1.7922688,-1.7966805,-18.38685,-1.3883593,-3.2729735,-8.490776,-13.0183115,1.0526259,-6.0606136,2.5202966,-2.4033546,-2.5432818,2.1688473,-9.456053,-7.343218,-14.218576,-2.5769932,-6.9211626,7.403034,8.182226,10.372646,5.4826503,0.6348914,-5.489111,-1.2770426
-74.88971,132.46736,-19.926876,-6.27697,-6.465172,-8.839571,3.0352633,7.7889466,-7.868469,-2.1455758,11.849697,13.101829,17.82037,-8.3801155,-0.18166628,-2.3543568,-6.3978987,-23.248035,-0.7264917,-3.2360322,-14.513969,-12.083302,-0.33842468,-7.1993074,1.079416,-2.234679,-7.405698,1.3663054,-9.787269,-3.443429,-14.72678,-1.073682,-5.1322093,6.475736,3.6421115,7.416461,4.389839,-3.7366867,-4.765503,-0.879387
-71.64626,128.54247,-29.177294,-0.16706896,-2.7901287,-7.4804955,-7.420451,4.5373397,-3.6814604,-0.16239285,9.49415,3.9707098,17.8906,-5.3401546,-1.7792047,-8.206213,-11.609142,-25.503212,1.3557063,-2.8654022,-13.1296835,-11.283245,-0.8756461,-7.277951,-2.7454863,-2.2953498,-6.5809402,1.0320048,-11.696444,-2.46062,-17.053114,-4.378133,-6.528786,6.4458027,3.888042,7.6280985,3.6023943,-6.069919,-8.993401,-4.4134426
-75.67336,127.2249,-25.639793,5.216451,-1.9397142,-13.709307,-9.670362,9.3205805,-5.338581,-4.1930327,-0.96060324,-0.59243464,17.666088,-1.6339716,-7.2083707,-10.342327,-15.019684,-16.691357,-0.3403132,-3.7588634,-16.188961,-10.4853735,-2.0706375,-8.272727,0.4982599,1.1057874,-4.2731357,-0.84102035,-9.899752,-4.0093145,-18.067497,-4.1171374,-8.582907,1.8514287,1.6158774,6.974572,1.1970911,-3.13548,-12.258318,-3.3317595
-92.29794,129.28683,-22.95939,10.677052,0.3149305,-13.691993,-8.223724,19.021181,-4.854504,-10.647567,-9.560978,-5.8216224,12.313389,4.1061316,-4.3287535,-7.9281864,-11.857197,-10.240484,0.7953539,-4.041418,-20.032349,-3.8073993,-0.75349486,-6.7575216,2.518347,4.3730564,-3.6261816,-3.40173,-9.7260475,-7.2675047,-18.996784,-5.2691813,-8.405161,-0.08199075,0.9546864,3.559679,-0.029206038,3.025041,-6.75601,2.8113947
-114.96056,124.737465,-26.750505,26.085838,7.893847,-8.331633,-13.964663,17.402653,-4.831362,-5.858998,-10.064625,-8.739092,1.6606433,9.054415,-4.413914,-3.5195546,-8.573449,-6.311599,-0.4354415,-7.108549,-18.631735,5.3838263,-4.469719,-10.3657255,-2.8949718,11.167967,-4.072891,-5.0485444,-13.923981,-14.263545,-15.185361,-2.6200721,-7.1336727,-1.8453641,1.1939261,-2.0802982,0.2969706,1.6844952,-3.412007,1.7421894
-124.15263,122.76898,-35.364986,27.261194,12.874205,-3.8446743,-23.633537,5.7535596,-5.166203,9.636463,-5.779874,-5.215868,-3.5275059,9.241364,-5.200121,2.856946,-11.31184,-8.434902,1.6105042,-8.597937,-19.343016,3.5953097,-2.979407,-10.61968,-5.270929,8.139476,-6.589469,-6.7304025,-14.961691,-15.144613,-14.918797,-2.4261453,-7.3899155,-5.920772,3.1840672,-2.1926017,3.289473,-0.57830024,-5.1060567,1.4347229
-119.513466,133.50647,-36.524235,14.704523,3.5570736,-0.86744386,-29.028416,4.7643385,-3.7689571,13.970985,4.9614563,-2.6467283,-4.6847897,10.408907,-3.3685753,5.6164846,-15.4045315,-12.646936,1.7106194,-8.797178,-15.508921,0.3784982,-5.9921794,-14.562939,-12.678147,-0.5442194,-11.392448,-5.700026,-11.831855,-9.497622,-9.6449375,-4.86115,-8.343927,-6.523937,1.9423693,-6.3060355,-0.19529621,0.78462994,-5.847237,0.7100096
-122.09085,133.51945,-34.02699,14.480703,-3.323203,2.27831,-27.150646,4.087399,-10.041107,6.8841524,9.842159,2.7882562,-1.3131738,11.491346,-7.4093246,1.5377755,-14.52687,-14.214905,2.7439003,-2.1966615,-10.955125,-3.979772,-11.101563,-16.809942,-12.96756,-6.970561,-16.839497,-2.1248062,-5.9966726,-7.716235,-4.55425,-4.878904,-9.335768,-2.6460814,-0.089047074,-7.7383533,-3.9546075,-3.605024,-5.431419,2.2282853
